product_code,product_name,product_type,bey_count,launcher_included,stadium_included,price_median_mxn,blade_weight_g,meta_rank,meta_first_rate_pct,meta_win_share_pct,meta_usage_pct,meta_top_cuts,scenario_id,ingreso_personal_mensual_mxn,precio_ingreso_ratio,precio_ingreso_pct,precio por_bey,score_compra,ruido_decision,score_final,comprar
BX-01,Dran Sword 3-60F,Starter,1,1,0,600.0,34.6,33.0,27.2,1.4,1.8,173,LOW_11,8999,0.0666740748972108,6.66740748972108,600.0,2.5,-0.3475632696093467,2.1524367303906535,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_01,4001,0.1997000749812547,19.97000749812547,799.0,1.5,-0.34929731517769264,1.1507026848223074,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_02,4500,0.17755555555555555,17.755555555555556,799.0,1.5,0.1814717036745256,1.6814717036745255,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_03,5000,0.1598,15.98,799.0,1.5,-1.4349601834933483,0.0650398165066517,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_04,5500,0.14527272727272728,14.527272727272727,799.0,1.5,-1.2936883743847747,0.2063116256152253,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_05,6000,0.13316666666666666,13.316666666666666,799.0,1.5,-0.4217156469307295,1.0782843530692705,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_06,6500,0.12292307692307693,12.292307692307693,799.0,1.5,-0.7596233402508179,0.7403766597491821,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_07,7000,0.11414285714285714,11.414285714285715,799.0,2.5,0.2356854994464554,2.7356854994464554,1
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_08,7500,0.10653333333333333,10.653333333333332,799.0,2.5,-0.6810180566409082,1.8189819433590917,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_09,8000,0.099875,9.9875,799.0,2.5,-1.0592277760014686,1.4407722239985314,0
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_10,8500,0.094,9.4,799.0,2.5,1.0992365766911656,3.5992365766911654,1
BX-02,Hells Scythe 4-60T,Starter,1,1,0,799.0,32.7,24.0,32.7,2.8,2.9,281,LOW_11,8999,0.08878764307145239,8.87876430714524,799.0,2.5,-0.16933222536490175,2.3306677746350983,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_01,4001,0.1997000749812547,19.97000749812547,799.0,1.5,0.05064615351594288,1.5506461535159428,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_02,4500,0.17755555555555555,17.755555555555556,799.0,1.5,-1.0685611396600927,0.4314388603399073,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_03,5000,0.1598,15.98,799.0,1.5,-0.408287043393887,1.091712956606113,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_04,5500,0.14527272727272728,14.527272727272727,799.0,1.5,0.08319194228239957,1.5831919422823995,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_05,6000,0.13316666666666666,13.316666666666666,799.0,1.5,-0.8632451830667272,0.6367548169332728,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_06,6500,0.12292307692307693,12.292307692307693,799.0,1.5,0.28177351375925397,1.781773513759254,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_07,7000,0.11414285714285714,11.414285714285715,799.0,2.5,-0.45047901743910373,2.0495209825608964,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_08,7500,0.10653333333333333,10.653333333333332,799.0,2.5,-0.21877031234495758,2.2812296876550424,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_09,8000,0.099875,9.9875,799.0,2.5,-0.45127995917204766,2.0487200408279524,0
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_10,8500,0.094,9.4,799.0,2.5,1.3892086383817033,3.889208638381703,1
BX-04,Knight Shield 3-80N,Starter,1,1,0,799.0,32.4,9.0,34.3,1.1,1.1,105,LOW_11,8999,0.08878764307145239,8.87876430714524,799.0,2.5,-0.01012291855345044,2.4898770814465494,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_01,4001,0.14996250937265684,14.996250937265684,600.0,0.5,-0.7932831967169253,-0.29328319671692527,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_02,4500,0.13333333333333333,13.333333333333334,600.0,0.5,0.6169086840773917,1.1169086840773916,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_03,5000,0.12,12.0,600.0,1.5,-0.9156327374782667,0.5843672625217333,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_04,5500,0.10909090909090909,10.909090909090908,600.0,1.5,0.15664769625356656,1.6566476962535666,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_05,6000,0.1,10.0,600.0,1.5,-1.4697525929098316,0.030247407090168377,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_06,6500,0.09230769230769231,9.230769230769232,600.0,1.5,-0.9961395366738228,0.5038604633261772,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_07,7000,0.08571428571428572,8.571428571428571,600.0,1.5,0.14764592690184264,1.6476459269018426,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_08,7500,0.08,8.0,600.0,2.5,0.5538499349965578,3.053849934996558,1
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_09,8000,0.075,7.5,600.0,2.5,0.12852621089247787,2.628526210892478,1
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_10,8500,0.07058823529411765,7.0588235294117645,600.0,2.5,-0.08673621179118039,2.4132637882088197,0
BX-15,Leon Claw 5-60P,Starter,1,1,0,600.0,31.4,,23.8,0.2,0.2,21,LOW_11,8999,0.0666740748972108,6.66740748972108,600.0,2.5,-0.2258277716919666,2.2741722283080334,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_01,4001,0.3821544613846538,38.21544613846538,1529.0,1.5,-1.1088914927755704,0.3911085072244296,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_02,4500,0.3397777777777778,33.97777777777778,1529.0,1.5,-0.5398831562960315,0.9601168437039685,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_03,5000,0.3058,30.580000000000002,1529.0,1.5,-0.34547907821984064,1.1545209217801593,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_04,5500,0.278,27.800000000000004,1529.0,1.5,0.7928416696641868,2.292841669664187,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_05,6000,0.25483333333333336,25.483333333333334,1529.0,1.5,0.25771371717634606,1.7577137171763462,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_06,6500,0.23523076923076924,23.523076923076925,1529.0,1.5,-1.3222801165220504,0.17771988347794965,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_07,7000,0.21842857142857142,21.84285714285714,1529.0,1.5,0.24306297704609625,1.7430629770460961,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_08,7500,0.20386666666666667,20.386666666666667,1529.0,1.5,-0.2888117103122374,1.2111882896877626,0
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_09,8000,0.191125,19.112499999999997,1529.0,3.5,-0.5076915002294691,2.992308499770531,1
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_10,8500,0.17988235294117647,17.988235294117647,1529.0,3.5,0.45875721663065094,3.958757216630651,1
BX-23,Phoenix Wing 9-60GF,Starter,1,1,0,1529.0,38.0,12.0,33.2,28.4,29.2,2806,LOW_11,8999,0.16990776752972553,16.990776752972554,1529.0,3.5,0.7732496418719632,4.273249641871963,1
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_01,4001,0.11247188202949263,11.247188202949262,450.0,1.0,0.6984600893371489,1.6984600893371489,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_02,4500,0.1,10.0,450.0,1.0,-0.6294131424169789,0.3705868575830211,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_03,5000,0.09,9.0,450.0,1.0,-0.23190928188841092,0.768090718111589,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_04,5500,0.08181818181818182,8.181818181818182,450.0,1.0,0.24844757355267297,1.248447573552673,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_05,6000,0.075,7.5,450.0,2.0,0.7316588453417694,2.7316588453417694,1
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_06,6500,0.06923076923076923,6.923076923076923,450.0,2.0,-0.3593806783839675,1.6406193216160325,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_07,7000,0.06428571428571428,6.428571428571428,450.0,2.0,-0.13924423249786283,1.8607557675021371,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_08,7500,0.06,6.0,450.0,2.0,-0.8297512305045212,1.1702487694954788,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_09,8000,0.05625,5.625,450.0,2.0,-0.8971549680605031,1.102845031939497,0
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_10,8500,0.052941176470588235,5.294117647058823,450.0,2.0,0.6093943667956485,2.6093943667956485,1
BX-26,Unicorn Sting 5-60GP,Booster,1,0,0,450.0,33.4,40.0,28.6,1.9,2.2,213,LOW_11,8999,0.050005556172908104,5.000555617290811,450.0,2.0,1.0171800214281173,3.0171800214281173,1
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_01,4001,0.14996250937265684,14.996250937265684,600.0,0.5,-0.054007591185250385,0.4459924088147496,0
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_02,4500,0.13333333333333333,13.333333333333334,600.0,0.5,0.7526496734190181,1.2526496734190182,0
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_03,5000,0.12,12.0,600.0,1.5,0.27122701878572564,1.7712270187857255,0
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_04,5500,0.10909090909090909,10.909090909090908,600.0,1.5,-0.4838398159538432,1.0161601840461567,0
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_05,6000,0.1,10.0,600.0,1.5,0.27104670413131043,1.7710467041313105,0
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_06,6500,0.09230769230769231,9.230769230769232,600.0,1.5,1.153527424849477,2.653527424849477,1
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_07,7000,0.08571428571428572,8.571428571428571,600.0,1.5,-0.026869529332463653,1.4731304706675363,0
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_08,7500,0.08,8.0,600.0,2.5,1.1734827418605047,3.6734827418605045,1
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_09,8000,0.075,7.5,600.0,2.5,-1.9648088280673082,0.5351911719326918,0
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_10,8500,0.07058823529411765,7.0588235294117645,600.0,2.5,0.6164268782814178,3.116426878281418,1
UX-01,Dran Buster 1-60A,Starter,1,1,0,600.0,36.5,31.0,31.9,4.4,4.7,454,LOW_11,8999,0.0666740748972108,6.66740748972108,600.0,2.5,0.06528530117862842,2.5652853011786285,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_01,4001,0.14188077980504873,14.188077980504874,567.665,3.0,-0.2242555128494006,2.7757444871505994,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_02,4500,0.12614777777777778,12.614777777777778,567.665,3.0,0.06882058240162672,3.0688205824016266,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_03,5000,0.113533,11.353299999999999,567.665,4.0,-1.4906766859506697,2.5093233140493303,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_04,5500,0.10321181818181817,10.321181818181817,567.665,4.0,-0.16475391587813396,3.835246084121866,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_05,6000,0.09461083333333332,9.461083333333333,567.665,4.0,0.2678344286338098,4.26783442863381,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_06,6500,0.08733307692307692,8.733307692307692,567.665,4.0,1.108420533556137,5.108420533556137,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_07,7000,0.081095,8.1095,567.665,4.0,-0.38870266370523554,3.6112973362947645,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_08,7500,0.07568866666666667,7.568866666666667,567.665,5.0,-0.6063702021698907,4.393629797830109,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_09,8000,0.070958125,7.0958125,567.665,5.0,-0.37631778268840244,4.623682217311598,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_10,8500,0.06678411764705881,6.678411764705881,567.665,5.0,0.6865515882765556,5.686551588276556,1
UX-03,Wizard Rod 5-70DB,Booster,1,0,0,567.665,35.3,2.0,35.5,64.4,62.0,5963,LOW_11,8999,0.06308089787754194,6.308089787754194,567.665,5.0,0.24656333224476334,5.246563332244763,1
