listing_id,slot,blade,ratchet,bit,content_source,source_reference,blade_resuelto,ratchet_resuelto,bit_resuelto,combo_resuelto,blade_first_rate_pct,blade_win_share_pct,blade_usage_pct,blade_top_cuts,blade_has_meta,ratchet_first_rate_pct,ratchet_win_share_pct,ratchet_usage_pct,ratchet_top_cuts,ratchet_has_meta,bit_first_rate_pct,bit_win_share_pct,bit_usage_pct,bit_top_cuts,bit_has_meta,blade_matched,ratchet_matched,bit_matched,combo_match_coverage,combo_meta_coverage,combo_usage_mean,combo_usage_max,combo_top_cuts_mean,combo_top_cuts_max,combo_first_rate_mean,combo_first_rate_max,combo_win_share_mean,combo_win_share_max
rucua_bx-00-corocoro-hells-scythe-3-80f-3-in-1,1,Hells Scythe,3-80,F,product_name,https://rucua.com/products/bx-00-corocoro-hells-scythe-3-80f-3-in-1,True,True,True,True,32.7,2.8,2.9,281.0,1.0,25.7,1.2,1.6,152.0,1.0,23.3,2.2,3.2,313.0,1.0,1,1,1,1.0,1.0,2.566666666666667,3.2,248.66666666666666,313.0,27.233333333333334,32.7,2.066666666666667,2.8
rucua_bx-00-corocoro-phoenix-feather-apendix,1,Phoenix Feather,,,product_name,https://rucua.com/products/bx-00-corocoro-phoenix-feather-apendix,True,False,False,False,14.3,0.1,0.3,28.0,1.0,,,,,,,,,,,1,0,0,0.3333333333333333,0.3333333333333333,0.3,0.3,28.0,28.0,14.3,14.3,0.1,0.1
rucua_bx-00-corocoro-phoenix-feather-blade-metal-coat-orange,1,Phoenix Feather,,,product_name,https://rucua.com/products/bx-00-corocoro-phoenix-feather-blade-metal-coat-orange,True,False,False,False,14.3,0.1,0.3,28.0,1.0,,,,,,,,,,,1,0,0,0.3333333333333333,0.3333333333333333,0.3,0.3,28.0,28.0,14.3,14.3,0.1,0.1
rucua_bx-00-corocoro-phoenix-wing-9-80db-metal-coat-navy,1,Phoenix Wing,9-80,DB,product_name,https://rucua.com/products/bx-00-corocoro-phoenix-wing-9-80db-metal-coat-navy,True,True,True,True,33.2,28.3,29.1,2815.0,1.0,27.0,1.3,1.6,159.0,1.0,34.4,0.7,0.7,64.0,1.0,1,1,1,1.0,1.0,10.466666666666667,29.1,1012.6666666666666,2815.0,31.53333333333333,34.4,10.1,28.3
rucua_bx-00-corocoro-starter-cobalt-dragoon-2-60c-metal-coat-black,1,Cobalt Dragoon,2-60,C,product_name,https://rucua.com/products/bx-00-corocoro-starter-cobalt-dragoon-2-60c-metal-coat-black,True,True,True,True,34.1,23.6,23.6,2277.0,1.0,20.7,0.4,0.6,58.0,1.0,25.0,0.8,1.0,100.0,1.0,1,1,1,1.0,1.0,8.4,23.6,811.6666666666666,2277.0,26.599999999999998,34.1,8.266666666666667,23.6
rucua_bx-00-dran-sword-1-60v-metal-coat-black-j-league-ver,1,Dran Sword,1-60,V,product_name,https://rucua.com/products/bx-00-dran-sword-1-60v-metal-coat-black-j-league-ver,True,True,True,True,27.6,1.5,1.8,174.0,1.0,35.1,77.5,75.5,7289.0,1.0,32.3,0.3,0.3,31.0,1.0,1,1,1,1.0,1.0,25.866666666666664,75.5,2498.0,7289.0,31.666666666666668,35.1,26.433333333333334,77.5
rucua_bx-00-g3-tournament-prize-knight-shield-3-80n-metal-coat-gold,1,Knight Shield,3-80,N,product_name,https://rucua.com/products/bx-00-g3-tournament-prize-knight-shield-3-80n-metal-coat-gold,True,True,True,True,34.3,1.1,1.1,105.0,1.0,25.7,1.2,1.6,152.0,1.0,28.3,0.5,0.6,60.0,1.0,1,1,1,1.0,1.0,1.1,1.6,105.66666666666667,152.0,29.433333333333334,34.3,0.9333333333333332,1.2
rucua_bx-00-random-booster-lightning-l-drago-1-60f,1,,1-60,F,product_name,https://rucua.com/products/bx-00-random-booster-lightning-l-drago-1-60f,False,True,True,False,,,,,,35.1,77.5,75.5,7289.0,1.0,23.3,2.2,3.2,313.0,1.0,0,1,1,0.6666666666666666,0.6666666666666666,39.35,75.5,3801.0,7289.0,29.200000000000003,35.1,39.85,77.5
rucua_bx-00-starter-dran-dagger-2-80gp-metal-coat-black-giants-ver,1,Dran Dagger,2-80,GP,product_name,https://rucua.com/products/bx-00-starter-dran-dagger-2-80gp-metal-coat-black-giants-ver,True,True,True,True,27.4,0.8,1.0,95.0,1.0,25.0,0.1,0.1,8.0,1.0,31.9,0.9,1.0,94.0,1.0,1,1,1,1.0,1.0,0.7000000000000001,1.0,65.66666666666667,95.0,28.099999999999998,31.9,0.6,0.9
rucua_bx-00-starter-phoenix-wing-9-60gf-metal-coat-black-kitani-tatsuya-ver,1,Phoenix Wing,9-60,GF,product_name,https://rucua.com/products/bx-00-starter-phoenix-wing-9-60gf-metal-coat-black-kitani-tatsuya-ver,True,True,True,True,33.2,28.3,29.1,2815.0,1.0,33.9,67.4,67.9,6555.0,1.0,27.5,0.6,0.7,69.0,1.0,1,1,1,1.0,1.0,32.56666666666667,67.9,3146.3333333333335,6555.0,31.53333333333333,33.9,32.1,67.4
rucua_bx-00-starter-storm-pegasus-3-70ra,1,Storm Pegasis,3-70,RA,product_name,https://rucua.com/products/bx-00-starter-storm-pegasus-3-70ra,True,True,True,True,42.9,0.1,0.1,7.0,1.0,31.9,2.7,2.9,279.0,1.0,28.6,2.4,2.8,273.0,1.0,1,1,1,1.0,1.0,1.9333333333333333,2.9,186.33333333333334,279.0,34.46666666666667,42.9,1.7333333333333334,2.7
rucua_bx-00-starter-xeno-excalibur-3-60gf,1,Xeno Xcalibur,3-60,GF,product_name,https://rucua.com/products/bx-00-starter-xeno-excalibur-3-60gf,True,True,True,True,33.3,0.1,0.1,6.0,1.0,33.4,45.5,46.5,4488.0,1.0,27.5,0.6,0.7,69.0,1.0,1,1,1,1.0,1.0,15.766666666666667,46.5,1521.0,4488.0,31.399999999999995,33.4,15.4,45.5
rucua_bx-01-starter-dran-sword-3-60f,1,Dran Sword,3-60,F,product_name,https://rucua.com/products/bx-01-starter-dran-sword-3-60f,True,True,True,True,27.6,1.5,1.8,174.0,1.0,33.4,45.5,46.5,4488.0,1.0,23.3,2.2,3.2,313.0,1.0,1,1,1,1.0,1.0,17.166666666666668,46.5,1658.3333333333333,4488.0,28.099999999999998,33.4,16.400000000000002,45.5
rucua_bx-02-starter-hells-scythe-4-60t,1,Hells Scythe,4-60,T,product_name,https://rucua.com/products/bx-02-starter-hells-scythe-4-60t,True,True,True,True,32.7,2.8,2.9,281.0,1.0,27.3,2.1,2.7,256.0,1.0,30.2,5.5,6.2,602.0,1.0,1,1,1,1.0,1.0,3.9333333333333336,6.2,379.6666666666667,602.0,30.066666666666666,32.7,3.466666666666667,5.5
rucua_bx-03-starter-wizard-arrow-4-80b,1,Wizard Arrow,4-80,B,product_name,https://rucua.com/products/bx-03-starter-wizard-arrow-4-80b,True,True,True,True,26.5,0.7,0.9,83.0,1.0,20.0,0.2,0.4,35.0,1.0,34.2,17.7,17.7,1713.0,1.0,1,1,1,1.0,1.0,6.333333333333333,17.7,610.3333333333334,1713.0,26.900000000000002,34.2,6.199999999999999,17.7
rucua_bx-04-starter-knight-shield-3-80n,1,Knight Shield,3-80,N,product_name,https://rucua.com/products/bx-04-starter-knight-shield-3-80n,True,True,True,True,34.3,1.1,1.1,105.0,1.0,25.7,1.2,1.6,152.0,1.0,28.3,0.5,0.6,60.0,1.0,1,1,1,1.0,1.0,1.1,1.6,105.66666666666667,152.0,29.433333333333334,34.3,0.9333333333333332,1.2
rucua_bx-05-booster-wizard-arrow-4-80b,1,Wizard Arrow,4-80,B,product_name,https://rucua.com/products/bx-05-booster-wizard-arrow-4-80b,True,True,True,True,26.5,0.7,0.9,83.0,1.0,20.0,0.2,0.4,35.0,1.0,34.2,17.7,17.7,1713.0,1.0,1,1,1,1.0,1.0,6.333333333333333,17.7,610.3333333333334,1713.0,26.900000000000002,34.2,6.199999999999999,17.7
rucua_bx-06-booster-knight-shield-3-80n,1,Knight Shield,3-80,N,product_name,https://rucua.com/products/bx-06-booster-knight-shield-3-80n,True,True,True,True,34.3,1.1,1.1,105.0,1.0,25.7,1.2,1.6,152.0,1.0,28.3,0.5,0.6,60.0,1.0,1,1,1,1.0,1.0,1.1,1.6,105.66666666666667,152.0,29.433333333333334,34.3,0.9333333333333332,1.2
rucua_bx-13-booster-knight-lance-4-80hn,1,Knight Lance,4-80,HN,product_name,https://rucua.com/products/bx-13-booster-knight-lance-4-80hn,True,True,True,True,25.0,0.3,0.4,36.0,1.0,20.0,0.2,0.4,35.0,1.0,31.0,0.7,0.7,71.0,1.0,1,1,1,1.0,1.0,0.5,0.7,47.333333333333336,71.0,25.333333333333332,31.0,0.39999999999999997,0.7
rucua_bx-15-starter-leon-claw-5-60p,1,Leon Claw,5-60,P,product_name,https://rucua.com/products/bx-15-starter-leon-claw-5-60p,True,True,True,True,23.8,0.2,0.2,21.0,1.0,32.5,25.0,26.2,2532.0,1.0,31.5,11.5,12.5,1205.0,1.0,1,1,1,1.0,1.0,12.966666666666667,26.2,1252.6666666666667,2532.0,29.266666666666666,32.5,12.233333333333334,25.0
rucua_bx-07-start-dash-set,1,Dran Sword,3-60,F,takara_tomy,https://beyblade.takaratomy.co.jp/beyblade-x/lineup/bx07.html,True,True,True,True,27.6,1.5,1.8,174.0,1.0,33.4,45.5,46.5,4488.0,1.0,23.3,2.2,3.2,313.0,1.0,1,1,1,1.0,1.0,17.166666666666668,46.5,1658.3333333333333,4488.0,28.099999999999998,33.4,16.400000000000002,45.5
rucua_bx-08-3on3-deck-set,1,Hells Scythe,3-80,B,takara_tomy,https://beyblade.takaratomy.co.jp/beyblade-x/lineup/bx08.html,True,True,True,True,32.7,2.8,2.9,281.0,1.0,25.7,1.2,1.6,152.0,1.0,34.2,17.7,17.7,1713.0,1.0,1,1,1,1.0,1.0,7.3999999999999995,17.7,715.3333333333334,1713.0,30.86666666666667,34.2,7.233333333333333,17.7
rucua_bx-08-3on3-deck-set,2,Wizard Arrow,4-60,N,takara_tomy,https://beyblade.takaratomy.co.jp/beyblade-x/lineup/bx08.html,True,True,True,True,26.5,0.7,0.9,83.0,1.0,27.3,2.1,2.7,256.0,1.0,28.3,0.5,0.6,60.0,1.0,1,1,1,1.0,1.0,1.4000000000000001,2.7,133.0,256.0,27.366666666666664,28.3,1.0999999999999999,2.1
rucua_bx-08-3on3-deck-set,3,Knight Shield,4-80,T,takara_tomy,https://beyblade.takaratomy.co.jp/beyblade-x/lineup/bx08.html,True,True,True,True,34.3,1.1,1.1,105.0,1.0,20.0,0.2,0.4,35.0,1.0,30.2,5.5,6.2,602.0,1.0,1,1,1,1.0,1.0,2.566666666666667,6.2,247.33333333333334,602.0,28.166666666666668,34.3,2.2666666666666666,5.5
